		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011000111  237  241  244  277  261  242  263  240  6.078457 0.638444 SUCCESS  68
011001111  274  258  252  251  237  219  238  234  8.994012 0.342801 SUCCESS  69
011010111  263  221  257  259  268  246  244  270  7.930836 0.440255 SUCCESS  70
011011111  245  252  245  251  274  269  247  242  4.409543 0.818413 SUCCESS  71
011101111  241  247  245  229  239  229  246  233  5.875725 0.661150 SUCCESS  72
011111111  211  261  239  265  280  275  243  213 20.399717 0.008925 FAILURE  73
100000000  245  250  258  258  233  281  255  242  6.175814 0.627545 SUCCESS  74
100010000  274  215  244  247  260  243  248  246  8.333842 0.401557 SUCCESS  75
100100000  268  269  241  248  228  249  269  247  6.725697 0.566496 SUCCESS  76
100101000  251  240  265  254  222  263  234  256  6.564081 0.584309 SUCCESS  77
100110000  258  261  239  233  261  234  234  246  5.142505 0.742242 SUCCESS  78
100111000  258  219  252  242  244  250  243  261  5.370448 0.717347 SUCCESS  79
101000000  221  264  261  231  230  277  244  261 11.603919 0.169770 SUCCESS  80
101000100  250  227  225  239  255  261  230  226  9.906044 0.271682 SUCCESS  81
101001000  277  245  267  245  237  253  266  255  6.323596 0.611034 SUCCESS  82
101001100  228  254  284  236  250  227  262  225 13.028339 0.110878 SUCCESS  83
101010000  212  270  253  206  237  275  252  244 19.120493 0.014228 SUCCESS  84
101010100  222  256  239  207  240  244  256  265 13.176638 0.105915 SUCCESS  85
101011000  268  260  251  262  239  254  256  267  4.273010 0.831690 SUCCESS  86
101011100  263  271  256  252  278  240  338  272 40.411030 0.000003 FAILURE  87
101100000  256  267  255  246  251  245  244  225  4.355240 0.823735 SUCCESS  88
101100100  234  252  227  244  258  233  248  245  4.986190 0.759051 SUCCESS  89
101101000  224  251  244  270  260  234  242  242  6.603127 0.579993 SUCCESS  90
101101100  262  252  248  248  247  260  256  247  1.285180 0.995727 SUCCESS  91
101110000  279  263  227  224  274  240  264  221 16.250578 0.038931 SUCCESS  92
101110100  281  265  252  243  254  250  239  266  6.758667 0.562881 SUCCESS  93
101111000  253  259  245  261  235  252  231  261  3.917713 0.864470 SUCCESS  94
101111100  255  243  228  237  234  262  248  228  6.673463 0.572238 SUCCESS  95
110000000  253  245  258  270  236  264  248  232  5.040105 0.753281 SUCCESS  96
110000010  264  234  272  233  270  269  230  235 10.803596 0.213078 SUCCESS  97
110000100  253  248  231  248  266  269  244  255  4.370885 0.822207 SUCCESS  98
110001000  265  212  284  248  252  239  256  264 13.184267 0.105665 SUCCESS  99
110001010  260  225  261  253  235  259  276  242  7.866578 0.446611 SUCCESS 100
110010000  241  262  229  232  251  236  259  254  5.307741 0.724235 SUCCESS 101
110010010  241  236  257  238  239  262  289  261  9.837519 0.276616 SUCCESS 102
110010100  246  252  247  271  245  242  235  278  6.489479 0.592575 SUCCESS 103
110011000  272  254  251  236  256  247  240  256  3.634174 0.888531 SUCCESS 104
110011010  241  246  276  236  258  247  249  260  4.730707 0.785932 SUCCESS 105
110100000  222  252  238  249  243  244  241  269  6.035143 0.643295 SUCCESS 106
110100010  236  232  247  226  260  267  236  227  9.171919 0.328001 SUCCESS 107
110100100  261  243  267  235  233  231  244  255  5.767636 0.673242 SUCCESS 108
110101000  239  245  236  222  225  258  241  263  8.534505 0.383071 SUCCESS 109
110101010  242  275  239  226  248  240  283  290 17.295653 0.027174 SUCCESS 110
110101100  267  288  265  260  245  254  247  255  8.835499 0.356363 SUCCESS 111
110110000  241  263  246  245  249  254  246  239  1.838941 0.985558 SUCCESS 112
110110010  263  246  235  237  260  261  265  251  4.247281 0.834152 SUCCESS 113
110110100  215  243  264  245  267  265  245  228 10.414295 0.237143 SUCCESS 114
110111000  269  235  261  262  269  219  245  230 10.747612 0.216414 SUCCESS 115
110111010  264  268  250  239  273  262  258  287 11.378432 0.181165 SUCCESS 116
110111100  258  244  252  241  239  247  221  254  4.843321 0.774183 SUCCESS 117
111000000  259  246  256  249  250  266  255  263  2.421923 0.965272 SUCCESS 118
111000010  239  261  235  247  269  270  249  257  5.328299 0.721980 SUCCESS 119
111000100  261  216  258  261  251  235  233  265  9.107919 0.333274 SUCCESS 120
111000110  251  237  268  281  283  214  261  247 16.430812 0.036613 SUCCESS 121
111001000  252  275  233  265  229  241  260  245  7.405907 0.493537 SUCCESS 122
111001010  237  266  255  281  241  225  246  257  9.028792 0.339873 SUCCESS 123
111001100  264  268  239  258  250  238  248  264  4.343863 0.824843 SUCCESS 124
111010000  233  257  249  248  245  268  218  256  7.245325 0.510410 SUCCESS 125
111010010  276  240  266  246  232  242  244  244  6.237875 0.620605 SUCCESS 126
111010100  222  233  217  243  263  259  247  282 14.451596 0.070728 SUCCESS 127
111010110  249  296  256  250  244  257  220  237 13.683467 0.090398 SUCCESS 128
111011000  252  273  243  252  247  254  247  252  2.584315 0.957683 SUCCESS 129
111011010  213  249  269  249  246  284  247  251 12.057349 0.148663 SUCCESS 130
111011100  276  264  253  272  250  244  251  234  6.865463 0.551216 SUCCESS 131
111100000  218  273  266  236  251  274  242  258 11.214618 0.189833 SUCCESS 132
111100010  259  223  234  264  238  250  254  259  6.216024 0.623048 SUCCESS 133
111100100  256  257  238  220  231  221  234  254 10.758085 0.215787 SUCCESS 134
111100110  267  230  253  232  250  238  234  242  6.141164 0.631423 SUCCESS 135
111101000  218  251  255  258  244  263  248  222  8.712154 0.367157 SUCCESS 136
111101010  233  255  229  249  230  231  246  256  6.482368 0.593364 SUCCESS 137
111101100  258  262  220  254  265  247  234  234  7.733535 0.459923 SUCCESS 138
111101110  290  233  230  257  261  255  231  238 12.365972 0.135607 SUCCESS 139
111110000  214  239  257  260  251  274  251  263  9.570917 0.296442 SUCCESS 140
111110010  252  276  226  245  240  220  240  285 14.917309 0.060773 SUCCESS 141
111110100  233  266  262  251  245  252  241  239  3.809107 0.873923 SUCCESS 142
111110110  245  257  241  250  271  254  240  252  2.963661 0.936617 SUCCESS 143
111111000  225  238  259  280  258  281  269  235 13.911539 0.084100 SUCCESS 144
111111010  233  259  246  270  231  245  230  244  6.647475 0.575100 SUCCESS 145
111111100  212  268  248  279  258  241  252  229 13.250335 0.103522 SUCCESS 146
111111110  211  261  239  265  280  275  243  213 20.399717 0.008925 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  271  244  231  242  229  243  251  237  6.455863 0.596307 SUCCESS   0
000000011  235  248  251  258  237  238  275  222  8.336299 0.401328 SUCCESS   1
000000101  249  240  242  244  233  253  244  235  3.136655 0.925491 SUCCESS   2
000000111  245  212  235  257  236  257  279  245 11.803677 0.160181 SUCCESS   3
000001001  262  243  274  251  260  235  235  245  5.565422 0.695781 SUCCESS   4
000001011  260  277  237  247  253  250  236  242  5.279556 0.727322 SUCCESS   5
000001101  209  270  245  264  255  222  238  252 13.477891 0.096431 SUCCESS   6
000001111  264  211  241  253  230  267  281  236 15.111636 0.057011 SUCCESS   7
000010001  245  216  239  226  243  254  236  255  8.942166 0.347198 SUCCESS   8
000010011  252  251  260  244  248  229  249  237  3.123984 0.926337 SUCCESS   9
000010101  216  241  256  243  278  222  257  241 12.488929 0.130686 SUCCESS  10
000010111  270  254  247  232  245  248  251  257  3.426271 0.904836 SUCCESS  11
000011001  247  264  219  244  233  236  212  240 13.354287 0.100227 SUCCESS  12
000011011  219  258  262  242  245  259  235  280 10.194497 0.251639 SUCCESS  13
000011101  264  258  225  255  229  222  246  286 14.259596 0.075245 SUCCESS  14
000011111  252  230  241  244  243  274  259  228  7.075305 0.528530 SUCCESS  15
000100011  273  243  253  235  255  263  258  258  4.696703 0.789446 SUCCESS  16
000100101  290  227  268  282  252  268  250  269 17.250012 0.027608 SUCCESS  17
000100111  234  255  264  241  265  235  245  255  4.376574 0.821651 SUCCESS  18
000101001  225  251  275  240  212  254  228  234 14.681349 0.065646 SUCCESS  19
000101011  255  263  258  253  264  235  256  229  4.821729 0.776449 SUCCESS  20
000101101  228  250  236  229  239  267  251  202 15.858303 0.044454 SUCCESS  21
000101111  256  276  260  235  256  268  260  250  6.201543 0.624667 SUCCESS  22
000110011  246  270  236  238  251  251  212  235 10.033527 0.262681 SUCCESS  23
000110101  271  241  265  287  291  263  265  246 17.422618 0.025997 SUCCESS  24
000110111  216  262  250  278  258  263  240  256 10.151960 0.254522 SUCCESS  25
000111001  279  246  251  256  246  234  256  258  5.241285 0.731503 SUCCESS  26
000111011  276  256  234  253  259  254  246  262  5.110699 0.745682 SUCCESS  27
000111101  246  280  257  241  245  226  252  219 10.802432 0.213147 SUCCESS  28
000111111  259  237  237  225  253  230  267  246  7.267564 0.508059 SUCCESS  29
001000011  211  233  240  232  250  243  242  234 10.754723 0.215988 SUCCESS  30
001000101  224  250  263  234  239  237  245  243  6.052857 0.641311 SUCCESS  31
001000111  282  231  257  227  250  256  258  245  8.639620 0.373603 SUCCESS  32
001001011  271  260  278  288  272  282  255  254 17.885875 0.022099 SUCCESS  33
001001101  248  252  279  248  247  238  242  255  4.531596 0.806264 SUCCESS  34
001001111  247  261  258  263  277  266  243  253  5.825947 0.666721 SUCCESS  35
001010011  225  233  275  271  224  270  239  248 13.159055 0.106493 SUCCESS  36
001010101  248  246  251  249  255  232  247  242  1.833123 0.985707 SUCCESS  37
001010111  251  232  269  259  261  229  236  237  7.005358 0.536055 SUCCESS  38
001011011  255  249  255  244  259  264  282  238  6.344412 0.608712 SUCCESS  39
001011101  274  256  250  253  238  227  222  256  8.743313 0.364410 SUCCESS  40
001011111  263  273  247  248  249  265  265  253  4.853018 0.773164 SUCCESS  41
001100101  233  226  225  238  225  249  262  248  9.950651 0.268507 SUCCESS  42
001100111  252  282  241  216  247  252  221  243 13.101261 0.108413 SUCCESS  43
001101011  257  247  276  263  281  265  268  233 11.190828 0.191119 SUCCESS  44
001101101  229  239  249  246  266  234  250  269  6.005147 0.646655 SUCCESS  45
001101111  246  241  262  259  251  261  233  264  3.845826 0.870759 SUCCESS  46
001110101  253  256  244  227  239  273  244  252  5.377042 0.716621 SUCCESS  47
001110111  246  261  253  268  233  235  228  277  9.089947 0.334765 SUCCESS  48
001111011  240  264  236  218  279  240  234  229 13.041527 0.110429 SUCCESS  49
001111101  249  280  255  276  231  267  238  260 10.334133 0.242353 SUCCESS  50
001111111  251  235  233  207  259  235  249  244 11.188630 0.191239 SUCCESS  51
010000011  233  268  241  262  234  256  247  238  5.305543 0.724476 SUCCESS  52
010000111  242  227  241  238  250  250  258  242  3.907240 0.865394 SUCCESS  53
010001011  238  257  255  247  232  265  235  244  4.286974 0.830348 SUCCESS  54
010001111  256  248  254  229  254  221  252  246  5.679588 0.683072 SUCCESS  55
010010011  258  249  262  239  235  250  274  252  4.698384 0.789273 SUCCESS  56
010010111  265  262  272  253  250  254  252  266  4.717907 0.787257 SUCCESS  57
010011011  220  245  282  238  247  235  264  243 10.637972 0.223068 SUCCESS  58
010011111  253  218  243  259  240  244  274  258  8.020954 0.431426 SUCCESS  59
010100011  258  274  262  253  233  231  270  254  7.695911 0.463724 SUCCESS  60
010100111  253  222  259  249  238  264  245  263  5.828663 0.666417 SUCCESS  61
010101011  240  249  258  252  252  257  238  237  2.211305 0.973839 SUCCESS  62
010101111  236  241  266  259  266  238  208  238 12.083208 0.147530 SUCCESS  63
010110011  229  225  225  270  270  271  245  260 12.647313 0.124574 SUCCESS  64
010110111  242  269  252  246  267  253  252  234  4.151733 0.843181 SUCCESS  65
010111011  271  249  261  247  271  233  250  245  5.493794 0.703727 SUCCESS  66
010111111  285  252  256  246  258  238  256  241  6.648768 0.574958 SUCCESS  67
011000111  249  260  259  264  237  246  259  242  2.931337 0.938592 SUCCESS  68
011001111  248  281  221  225  260  264  242  241 11.880218 0.156629 SUCCESS  69
011010111  273  261  266  244  257  271  252  243  6.152671 0.630135 SUCCESS  70
011011111  261  267  258  234  264  258  258  264  5.180000 0.738176 SUCCESS  71
011101111  239  231  247  259  243  243  261  268  4.612016 0.798124 SUCCESS  72
011111111  278  252  231  228  285  234  236  247 13.730788 0.089058 SUCCESS  73
100000000  271  244  231  242  229  243  251  237  6.455863 0.596307 SUCCESS  74
100010000  247  260  236  241  247  241  247  233  3.196129 0.921453 SUCCESS  75
100100000  240  269  244  245  215  251  250  248  7.243774 0.510574 SUCCESS  76
100101000  263  226  249  275  223  250  246  269 10.248412 0.248022 SUCCESS  77
100110000  246  224  269  280  227  228  223  269 16.776800 0.032519 SUCCESS  78
100111000  234  245  258  234  251  248  256  241  2.987063 0.935167 SUCCESS  79
101000000  240  248  225  252  242  231  256  241  5.266756 0.728721 SUCCESS  80
101000100  244  259  237  265  254  235  234  277  7.187273 0.516569 SUCCESS  81
101001000  234  259  255  245  219  239  249  248  6.091774 0.636953 SUCCESS  82
101001100  235  239  266  238  221  273  247  256  8.937640 0.347584 SUCCESS  83
101010000  265  233  234  253  275  229  261  255  8.238166 0.410558 SUCCESS  84
101010100  242  253  232  234  262  246  264  230  5.824784 0.666851 SUCCESS  85
101011000  257  250  240  258  251  252  261  242  1.668792 0.989538 SUCCESS  86
101011100  285  256  256  224  261  249  261  247  9.210707 0.324834 SUCCESS  87
101100000  229  244  262  271  260  257  241  247  5.384154 0.715838 SUCCESS  88
101100100  262  274  272  257  232  255  246  249  6.704493 0.568825 SUCCESS  89
101101000  238  255  240  257  262  261  248  248  2.446360 0.964185 SUCCESS  90
101101100  247  280  237  250  275  276  243  267 11.250949 0.187881 SUCCESS  91
101110000  259  261  236  250  235  225  250  247  5.195903 0.736447 SUCCESS  92
101110100  226  266  263  246  213  253  231  223 14.408541 0.071719 SUCCESS  93
101111000  232  256  278  230  272  275  263  220 15.402675 0.051773 SUCCESS  94
101111100  229  249  250  245  230  285  255  274 11.144154 0.193664 SUCCESS  95
110000000  232  226  266  252  255  254  252  234  6.040962 0.642643 SUCCESS  96
110000010  239  242  287  270  233  257  240  241 10.232897 0.249059 SUCCESS  97
110000100  253  235  256  225  232  244  257  266  6.450174 0.596940 SUCCESS  98
110001000  260  267  254  225  248  247  257  236  5.328170 0.721994 SUCCESS  99
110001010  266  258  257  251  239  235  242  244  3.375071 0.908666 SUCCESS 100
110010000  208  237  227  235  251  258  239  254 11.941115 0.153851 SUCCESS 101
110010010  271  257  287  265  281  287  265  242 19.478117 0.012502 SUCCESS 102
110010100  257  239  231  287  221  265  241  269 14.101471 0.079159 SUCCESS 103
110011000  230  247  269  258  214  234  243  262 10.664735 0.221429 SUCCESS 104
110011010  253  237  232  252  257  256  268  243  3.988178 0.858189 SUCCESS 105
110100000  240  262  245  241  240  238  227  228  6.638554 0.576084 SUCCESS 106
110100010  237  255  237  270  239  245  226  264  6.951442 0.541881 SUCCESS 107
110100100  242  273  260  257  240  230  256  241  5.622570 0.689426 SUCCESS 108
110101000  279  256  237  244  269  232  267  267  9.708743 0.286066 SUCCESS 109
110101010  234  256  239  237  259  271  255  225  7.253859 0.509507 SUCCESS 110
110101100  235  229  232  256  232  249  241  252  5.931709 0.654881 SUCCESS 111
